"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00192948040175913","0.0034612197258735","0.0231488900378276","0.345188503355057","14.5231047518872","37.9291093241536","45.360093301755","53.4051569524923","59.1187064708023","59.1505147474781","58.3379783235321","60.6878142866904","62.1184682254049","64.9749957569785","69.054512012036","71.2703032696396","74.5615747892553","77.7512261584953","82.4081843354575","84.4661252560531","91.0280582047478","94.9254700292304","100","103.366824642245","105.753753195239","107.037508479879","107.324984550164","109.633160635444","112.68941468526","113.890258600166","115.94779169987","123.948784902119","133.847184301684","137.42492428816","",
"American Samoa","ASM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6206896551724","71.5846994535519","69.2517006802721","68.3060109289617","70.2279202279202","72.4475524475524","80.4597701149425","101.19940029985","85.6502242152466","85.2017937219731","100","102.24358974359","101.259842519685","102.748091603053","104.192546583851","102.170283806344","103.90243902439","105.718954248366","112.83255086072","118.296529968454","135.038759689922","","",
"Antigua and Barbuda","ATG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","19.7629279811098","21.5072930616381","24.7710262377978","27.6785299626918","30.070905064754","33.5310797701664","35.3468179435969","36.831650069752","39.7232458000131","43.0319197373143","47.0453186775647","53.0336381216129","55.7488602082246","56.9187001536951","58.686900903386","60.4071511350467","61.806092344302","64.0244619546043","65.974883182204","68.2262151492262","69.9527617945579","71.8285567996551","73.2729192042225","74.3634050413794","75.9137207908928","76.8950458122033","76.5234550183873","78.3216209951436","81.9845483990867","82.9061117575838","86.5320467513662","90.6313913367686","91.63814755519","93.1094111084549","93.7319830071309","93.9126446421785","94.3604928636029","96.038592508513","98.716312092808","98.2541210267635","98.5607274322443","100","100.718452311458","101.524269981556","106.512929537286","113.435051657703","118.886145582916","",
"Australia","AUS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.19348173341127","5.36081405067075","5.35676107020793","5.45264339661155","5.6316566361644","5.79973244314417","5.95536710882717","6.24501715133845","6.38569520324083","6.68941812233094","7.03274171357575","7.39746558977441","7.85526617411084","8.56098122570734","9.9630612608687","11.6059489120644","13.2330877204681","14.7441290917813","15.9584826385672","17.3364068485471","19.0729201202631","20.8895756410766","23.3355847099241","25.7059102938183","27.7271671560492","29.0249944538934","30.9254091578331","33.1000030052453","35.4746832676115","38.7496738242944","41.1113075066436","42.3529411764706","42.9793520807843","43.3521453617111","43.7938180323345","44.7963212243312","46.0109475940257","46.5965707053458","47.1257408884023","47.3497606267338","48.5575418822483","50.8061156773124","52.2491894408351","53.8091125504435","55.548384152084","57.6733768491848","60.6235660364657","63.6462884010158","66.5547856092637","69.8487011354613","70.6545962360798","75.0365778184492","76.3915124953233","76.2665355596392","77.338382412107","76.8559003624732","76.3462246030873","79.1352929841212","80.6143433133086","83.4102120722393","84.9829126135317","87.6003437115981","93.886135821569","100","",
"Austria","AUT","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","16.5657534609199","17.4084788038264","17.9899573724075","18.6516758795326","19.2455057388508","20.269639054421","20.902531389029","21.5813959792481","22.1938828926948","22.8005688557666","23.881794070016","25.3635096705393","27.2911191049912","29.4868379238119","32.2887183495451","34.3738512974285","36.3073521999848","38.1948673584082","40.4838919099816","42.1495491974466","44.5017590737378","47.490794681492","50.0340644135651","51.7716391993758","54.3342178487074","55.9441384782171","57.5950485941708","58.998610022516","59.8994332028833","61.6753080672759","63.5253703550268","65.8388827275851","68.1294786679745","70.0078659775229","71.7755247567675","73.0774742285762","73.7793363239564","74.7108330526022","75.0709854823511","75.2356331571104","76.2643405123135","77.7417971288367","78.6002337831185","79.5961008861166","80.9714914297994","83.0216634569751","84.7191409007693","86.6331758466699","88.3084801765474","89.8445115740233","90.6453302579892","92.2950186432963","94.2255210842638","95.8355742414288","97.7587487841363","100","101.814750797392","102.807768092574","104.669082412327","106.21157473831","108.965781866192","111.064603509855","116.345479229881","124.079723454602","",
"Azerbaijan","AZE","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00255493308937798","0.00468956723455536","0.0546488977534667","0.462944212848657","6.87966301658957","44.4189812811194","56.1541043212809","61.3441499069767","60.752097047405","62.0656434562818","69.8193639087621","71.5753280506695","74.5917888226914","79.7844706229203","87.1661020060435","100","111.301219143831","134.707118425148","172.125333738561","139.688388111945","158.610321243664","194.336282806762","199.938867545439","200.828724484622","198.248084371587","180.703738380863","207.215507107444","240.727228422171","270.059545007326","269.407869916397","249.48255592103","303.342906315825","416.400509728352","378.064016131239","",
"Burundi","BDI","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","2.21203716343248","2.65615751680729","2.56140131653323","2.68145802041822","2.82671843557352","2.79762121988048","2.88580319085215","2.73233657621358","2.81585899997816","2.96684197587824","3.12065824840279","3.16373016479961","3.29947981417492","3.48129575116082","3.91489732115274","4.74042803097296","5.12321514111844","5.85604626997016","6.58850327510876","8.31012580190997","9.67165883781495","9.08523568838561","9.60055221431337","10.217728398768","11.9768324433501","12.5839187948262","12.0481692443371","11.6363875088442","12.0426397111602","13.819794310178","14.646986604034","15.246508387633","16.0700882857693","17.3143382815245","18.4637411844939","21.4369042043135","24.5352038509711","32.4840674819496","36.203673821609","41.6176219844858","57.8255604200099","65.7571495169799","66.4330400161365","74.3689639936029","84.1456264933397","100","102.845666333767","111.354474627567","138.31984452747","152.786435620874","165.867330590054","179.740889117828","205.433180650958","221.771495157498","233.537927858139","283.325287901007","286.082542856796","318.836655594085","309.747071139955","312.385705566925","331.024205972539","359.216609783849","425.067201198312","473.42297986013","",
"Belgium","BEL","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","15.1453949169271","15.3446278456838","15.6005289684823","16.0725692592375","16.8187264831595","17.6766014407183","18.398870015246","18.9864252223945","19.483924486507","20.2679237664406","21.1893432530887","22.3247143746973","23.7351495845056","25.3507980042019","28.4355692694748","32.1008353680038","34.5325582226328","37.1149236065957","38.7566095480157","40.5026882367352","42.1740709329456","44.3414794683538","47.6983140197815","50.3755490795125","53.1153327395241","55.5733735430166","57.1276387905597","58.0897318450379","59.3496920767728","62.1969685237783","63.9461981742512","65.7856900809006","68.0385374197912","70.7554738477944","72.237309107567","73.1191603098539","73.4676741081958","74.0242732126007","75.3608699587728","75.8122230994951","77.3395301071591","78.8730323504339","80.1665487239034","81.649723001334","83.2133058260963","84.9466999854438","86.870501817275","88.5485603191583","90.238836832209","90.9443430163576","92.4932202451532","94.6136474540916","96.7005750791051","98.0664607670836","98.8906071252847","100","101.895289226446","103.916039303492","105.700571020087","107.660514074734","109.378901480354","112.378766165302","120.069946166719","125.482822830393","",
"Benin","BEN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.68164477289672","5.74081544842967","5.95785048604438","6.10971854581118","6.08749921067279","6.21275684015805","6.28337510991029","6.29223921986982","6.49821724084263","6.72267836992249","7.06197510271352","7.17308001103168","7.55448889192222","7.91882224507885","9.10036674036481","10.3968901439045","11.8561383841403","12.4699172483642","14.0080140732156","15.8297122937028","17.4424148661172","18.7451798086576","21.7722046833348","22.8055591832716","23.2510842447296","22.1171331126069","21.3199934649518","21.9656609076144","21.8315590304995","22.3172969097895","22.8030545081928","22.9755870134883","23.6706294147492","24.2335931600417","32.7226481755414","37.6635886998388","40.2651233760661","41.7418504698559","43.9256191007567","65.160380574224","67.9890289655435","69.3286070003708","71.7926935395801","73.9907733987081","74.560288523362","77.7616568908371","79.3902325471868","79.6999761102808","84.8279938811868","86.9823637072546","87.7485788849948","91.0243062015658","98.0321838636733","99.4019859949445","99.1556851160345","100","100.683591111275","100.313178470008","100.985725781806","100.584253198484","103.479100482781","105.154142621048","109.50624124514","113.213536005662","",
"Burkina Faso","BFA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","11.7455963346818","11.9688341065262","12.2094521447151","12.8379367161723","13.0705879340097","12.9848354639627","13.2838914096829","12.6979378431774","12.6644306904298","13.5399423117567","13.7814173283241","14.246881298102","15.2864256863255","15.6957746072306","17.4246185659956","18.8492825565751","20.1169921245816","23.8712204333708","27.3402638879579","29.4600982236469","32.021467729847","36.371462241459","39.6618125454374","41.807245698906","44.5251703988519","44.862255641653","42.0154418644702","42.5353086609605","43.9851487317312","46.1103441561765","46.9449484954342","45.0822758670813","45.1846395113511","44.5331494029402","51.052340169836","54.5083635831275","54.6984370547377","55.5496540500467","59.9604721355856","70.3880926179316","69.8110699090614","72.5766723855375","74.7953311654444","75.9058389994757","75.9746465721331","78.815631411687","78.2932202663939","80.2445607023743","87.5948023246529","89.7018995608139","93.0922893561271","99.3648522881927","105.151860776668","102.91299766421","102.27453888171","100","102.604299192266","104.057481090869","105.175023984024","105.71446722428","112.549537364313","112.676564275786","119.312047835802","121.69595925351","",
"Bangladesh","BGD","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","0.928434133086633","0.986530727934622","0.986749969549731","1.03770632037527","0.946977325845928","1.02208877333768","1.08644141255881","1.24714742922727","1.17519220594159","1.31419060017962","1.32089703372856","1.36003858022981","1.4199077458067","2.29181321892441","3.31264909285842","5.98164239748738","4.92705376222713","4.76888765377568","5.99062352558076","6.74331577728854","7.92710938608682","8.7114723105264","9.57005868424825","10.3823419027849","11.200010127928","13.2714649594592","14.3669454126145","15.9644967526941","17.1611691352872","18.5920628271483","19.8066330770164","20.3472614640624","20.8726606972626","20.9051214777779","21.7342638166172","23.2871636439506","27.7450750082451","28.799452282876","30.1634555596388","31.3039471970264","32.3828876197451","33.4389454404633","34.7406792581351","36.7611334660219","38.438226509463","40.2011422263372","42.5633355388855","45.3177196909814","48.8801302704374","52.1865556504249","55.9151091976241","60.3097297242588","65.233762041541","69.9142540901747","73.877545303475","78.216208822529","100","105.047597582037","111.146176583513","115.212056606306","119.63742472873","124.567892016512","130.857352138425","139.882746030917","",
"Bulgaria","BGR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","0.0388095969266881","0.0399043917369752","0.0406691485524523","0.0404067220341582","0.0415125523918652","0.0416076896673795","0.0421675168110304","0.0421944360478382","0.0399202640315747","0.042606771706466","0.0537646333617965","0.175561883139173","0.28015928195133","0.423295611689068","0.731052551720236","1.72495957386929","2.8111018484744","28.482452081216","38.1525379533578","39.4188733728852","42.3283168934215","44.9178500393193","46.6464590090075","47.6677416329269","50.3283442412921","53.6471255981002","57.271780174132","63.6011318338137","68.7550216912712","71.462607070311","72.008674203188","76.4104423015814","77.2602630820128","77.3158532393553","78.3524909583723","80.6621237582597","83.3429771966591","87.3543757943697","91.0715292456321","95.8395673638006","100","106.966624339333","123.993956348981","133.893880873616","",
"Bahrain","BHR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","12.8956301875887","13.6435314198548","14.3545503823984","16.361330837854","20.4001934771092","23.6450073239982","26.0857329090088","29.0327954646378","31.2645816635844","35.4891231681624","44.0626144979442","52.3956326132809","59.5864061636457","57.387687357218","57.1475313133156","56.104591991335","46.3465164956915","46.6519624983194","47.5893999619817","49.4809170015295","51.8692102217109","50.8927598893956","49.0948953454133","47.6093747517807","51.0997072557658","51.6570365224642","51.7586562449829","52.2409001122211","48.5540450405931","49.8438523860609","56.9827498027634","55.0659481553273","56.9460921114727","61.8449255940694","68.6423537008426","78.0703588968939","84.9736809759758","92.1417485902496","102.613743016968","89.2801735755712","100","109.485963250689","112.698223664654","113.26152201986","111.630061337122","101.854981446854","102.218856104903","106.937109038469","111.442063094942","111.625722066045","105.119227879829","114.799029630654","123.809943688221","118.679567093637","",
"Bahamas, The","BHS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","7.66095352856035","7.74986665323239","7.8343117223479","7.93958639647624","8.05910107402944","8.22122824639126","8.53127695145056","8.93336222262966","9.39463466547266","10.2331408326625","10.8620027083074","11.3597595849802","12.1307077199799","12.8040861534142","14.4984133557948","16.043419125919","16.4268031404278","16.7107737853325","17.0864125572517","18.5480007821378","20.4040742956405","24.0132138226291","24.9005038861423","26.3887987922636","27.2257025144285","29.5291949193797","30.9053696875866","32.9409047801528","33.4298501355158","34.0359905934993","35.7628784083296","36.6771706598951","38.1096215603033","37.7849337782375","38.6099173938507","38.9197370147175","39.3028020512905","68.0840357818682","70.1598644694286","73.6334365087731","74.3128576949265","74.5752940754555","77.5288294501235","78.4241936624699","79.3613608876269","83.3738779592632","84.0643758371505","86.5425648966951","87.8308467674644","86.9205851619645","86.579364875179","85.8359898399277","88.7162443975134","88.5659469480112","91.796984462243","96.6704240796892","98.2214911308714","99.5458217307584","99.9999207343801","104.593324965567","101.837496880919","100.74596445459","105.079094888269","111.745754152327","",
"Bosnia and Herzegovina","BIH","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0143648071965301","0.0213277751147925","0.311818211069421","23.8379212612614","35.5466952074619","40.3037126230788","40.964545964079","45.5318036076011","44.420966620012","48.1671305434874","62.7774702239144","65.7444073031819","69.0367993683273","70.0108129774173","71.5244268553461","75.9510849113823","81.8753662655713","86.9496489040778","93.3277110931164","93.5008027598258","94.8156989073914","97.1221172447111","97.8949891680794","97.6755849573476","98.6526701878484","100","101.333305967465","103.135728601171","106.014891285743","108.635054290237","108.702562882766","114.099215119623","127.573008995758","136.200394432569","",
"Belarus","BLR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.99905118914914E-07","1.47243732911778E-06","1.6649979868672E-05","0.000192925730610343","0.00394677544119539","0.030054855899495","0.0461986195809799","0.0792997340433575","0.140027824410756","0.583626779072588","1.66503327888748","2.9893103783484","4.33132357260745","5.66040413868195","6.94390771135608","8.26131702938447","9.1492942515291","10.3270556566494","12.51778934007","13.6767691328769","15.2277571344018","26.0031146680815","45.5682915250802","55.2574774675941","65.3100296343187","75.7747390985589","82.0956314923295","89.174690153294","100.00024525894","108.576908509215","121.47334533022","140.090859985965","160.9431916829","172.80185707763","",
"Belize","BLZ","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","14.0803775509456","14.3286184153931","14.5230526815449","14.6592294370987","14.9723756606914","15.8124178990908","16.7254164258624","17.2476581314316","17.5373080800306","17.5751767953775","18.8704044703933","19.8259835649008","19.5810860609925","22.4548592926556","27.3299491196711","31.9425042815138","32.3122338000317","33.036834135307","35.4647711996271","36.7363372633894","55.5639503507825","55.6563500533618","53.1089743589744","57.2442406376242","62.1734475374732","60.9073563705745","63.1653655074521","67.9608094496841","70.3002502085071","72.4870848708487","72.4653996424078","70.7464454976303","73.1777812812024","74.550675842947","76.491853612638","80.5319305835505","82.7433628318584","81.4852824555675","83.4717794441202","82.0886335658597","83.274229517786","81.6741529997563","82.239254683009","78.8612742882964","80.550284629981","82.9695674185746","85.6423919478982","88.9021976877409","92.1076328195349","89.7875621493712","91.8064685774389","96.3202150934444","97.0346842840808","98.8980247153839","100","99.6954199340834","101.783320838729","104.870317669651","104.951831765863","104.828161348374","104.144681501874","104.801593315004","112.402274342573","119.719327009408","",
"Bermuda","BMU","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","4.55855907196653","4.60136560772072","4.6462999900792","4.70534523721269","4.72703937484398","4.79610723349539","4.92121901628216","5.09249395333116","5.54988213509964","5.89847373522411","6.26827969190629","6.86666293134515","7.52076550208148","8.48434174560088","9.75563107852354","10.3757991974745","10.6646250512393","11.6531399290776","12.2263241159896","13.0106872406251","14.2927716879285","16.8239345549129","18.8779000779874","20.9539746871891","23.1115116887764","24.8712425681425","26.3225135738486","28.0303588394436","29.401888214068","31.0591883086226","32.9331668978271","35.0509642177443","36.0372566755806","37.9098622979926","38.652731816184","40.2678221127342","52.0923463083582","54.1884918471626","55.6740970449702","57.1840627376769","54.7615421805863","54.0117494771894","58.646196471464","60.3027987605569","63.1322920690708","67.4015342392513","80.5981896890988","85.8974358974359","90.2858621135688","91.2280701754386","93.2681323532099","92.1943774011801","98.3697445916743","100","103.011890877215","106.052822570235","110.690728681653","110.58575652825","112.367422425256","115.08598584514","114.614358457867","115.028574784288","116.107803731033","120.875645822198","",
"Bolivia","BOL","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","7.34592563804203E-05","7.82694958015811E-05","8.10570412378373E-05","8.17251252626078E-05","8.85785477284393E-05","9.37967322745612E-05","9.69069160101428E-05","0.00010294659944741","0.000107670287935235","0.000111674554844452","0.000116097493871173","0.000119044782307091","0.000141636802058453","0.000202462031393259","0.00032706923319617","0.000348967426478441","0.000378974859358265","0.000426500650412237","0.000486653495245271","0.000582997132719154","0.000729030439093273","0.000943993040521187","0.00243817669100527","0.00890416441965417","0.137426618663722","17.0940300392476","56.4282858606738","64.6578964402286","75.988117594149","86.0082308970452","100","117.689440220317","133.22351000341","141.959186302551","153.248075682186","170.760165006231","190.53454536447","201.404623789907","215.605919124582","220.805397924996","232.277133068375","236.620933002331","243.295435473664","258.696017787212","279.308164996475","295.901297843595","336.332302936693","361.131273781464","398.620967714581","388.974761525541","423.117052785868","484.90210368379","519.331488956214","550.467428639308","561.749245624021","535.793047089662","528.53374496317","560.570289172999","577.7028078123","573.699307579664","563.060704572735","585.336059689315","615.331398076281","612.222433547925","",
"Brazil","BRA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","2.69146380399792E-13","3.62318949375041E-13","5.44382244916524E-13","9.71272829570792E-13","1.84088899420912E-12","2.92578349608475E-12","4.03571158917942E-12","5.10634317312163E-12","6.47007976087584E-12","7.76744619410984E-12","9.03005323678888E-12","1.07804915922626E-11","1.29222617399706E-11","1.6744712855966E-11","2.25393639064755E-11","3.01868431251478E-11","4.26249164687864E-11","6.19758000086914E-11","8.56676678909777E-11","1.32241717973345E-10","2.54091808500853E-10","5.0952745044546E-10","1.02432542606633E-09","2.37114993080777E-09","7.15471449102521E-09","2.49373036870318E-08","6.21386033271774E-08","1.90273814825731E-07","1.38510103243767E-06","1.94526942246867E-05","0.000551867231174729","0.00285137709106891","0.0304815907229757","0.638939939283196","14.9522735330268","29.0041275916166","34.3572000829297","37.0126761209934","38.8353141254346","41.94621730641","44.2977495727329","47.9412812572841","52.638621802997","60.0559413306886","64.7115143945629","69.5203724699877","74.229873069747","79.0095628686602","85.9454590018311","92.2310653168394","100","108.31859221882","116.922475499848","125.696998127234","135.560076726606","145.816789378239","157.633205078013","163.4205261562","170.763883603534","177.977392101691","189.496978107014","214.221162145944","232.580519745323","243.416433970024","",
"Barbados","BRB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","4.06359372623017","4.02507088737864","3.83847984542303","4.54993192051807","4.30526149275747","4.0880512474497","4.23658922747064","4.30638093531751","4.64111773456994","4.85418732178195","5.21068062266491","5.56565616465086","6.11628341230117","7.50921401193294","9.8687137525598","12.7662399968477","13.1519058806736","14.4342608624233","15.4038832270739","17.3106272564278","25.0446869673387","28.1002111646343","30.8668925059967","32.615282397587","34.3058117724426","35.5114302613309","37.1000323743739","39.8223474913051","40.9203910266666","43.7126257242294","45.3423672011811","47.3806348889459","48.3862384466221","50.9000808274617","52.0248925254585","52.5535430590952","53.8875708251863","54.3816651526338","59.1146407714283","61.7354431566691","60.9187825447195","62.2927382186065","62.8582667275353","63.5596846307359","67.2640346634175","71.7490152208241","74.6881208834777","81.1204568519684","82.5862506767706","81.0751664015464","96.3600473897506","99.8935129155699","98.8770546303836","101.589839716774","101.597421913517","100.976493900885","100","103.367271971129","106.729449794009","109.020341160751","114.595556363426","117.264737550552","118.044521056785","121.800850947101","",
